PostcodeA,PostcodeB,Distance,Group
5375,5962,0.00021739130434639264,2017
6866,8161,0.00021853146853345606,2017
4884,7433,0.00023809523808893118,2017
7006,9715,0.00023809523810314204,2017
8538,8835,0.00023923444975082475,2017
2751,4273,0.00024122807016624392,2017
2405,5052,0.00027568922305931665,2017
1356,9101,0.00029761904762892755,2017
2802,9732,0.00030193236715092553,2017
2015,7038,0.00031445214234793184,2017
4041,5644,0.00031746031746138215,2017
7078,7109,0.0003182234560199504,2017
6451,9646,0.00034722222223138033,2017
7812,8927,0.00035127494786024727,2017
1421,5012,0.00036324786324826164,2017
6585,9233,0.0003803442616145958,2017
5301,9043,0.0003957898034343543,2017
2597,5552,0.00041125541126518783,2017
5661,5673,0.0004230769230559872,2017
3521,6815,0.0004344919786092305,2017
3027,3142,0.0004403558746446379,2017
7083,9528,0.0004627034351756265,2017
2374,5305,0.00046500813763827864,2017
5052,7046,0.00047619047617786237,2017
3794,9444,0.00048309178743011216,2017
2144,3811,0.000486946782814357,2017
3299,8808,0.00048725637181235015,2017
1383,1433,0.0004901960784309267,2017
1742,6641,0.000514215835138998,2017
1678,9038,0.0005205692987715338,2017
5056,5351,0.0005252100840351659,2017
2513,3112,0.0005431221904146355,2017
1567,3315,0.0005543237250549282,2017
1476,1972,0.0005553202503705279,2017
5013,7102,0.0005555555555503133,2017
5348,7542,0.0005555555555503133,2017
2975,3931,1.4210854715202004e-14,2018
3233,3791,1.4210854715202004e-14,2018
5242,6634,1.0680678414587419e-05,2018
7734,8857,4.830917875153773e-05,2018
1947,7412,5.675954592732069e-05,2018
1841,5682,7.148692810687862e-05,2018
4872,5247,9.732620320335172e-05,2018
1831,5628,0.00010025062657348371,2018
4781,9054,0.00010489510489719578,2018
3781,7104,0.00011332856159640414,2018
6673,9766,0.00015264755718646938,2018
4793,7586,0.00021052631579721037,2018
1454,4266,0.00021819491405494773,2018
2241,2861,0.00022281639930099573,2018
4197,6913,0.0002309069011232623,2018
3441,7521,0.00023988005996500306,2018
6451,8517,0.00025252525250607505,2018
3051,5392,0.00027027027026349515,2018
1633,5552,0.00029411764705855603,2018
3249,5235,0.0002941176470727669,2018
3641,5553,0.0002972027972134583,2018
3225,8031,0.0003047619047649164,2018
3466,7006,0.0003052503052529687,2018
9454,9812,0.0003208556149729702,2018
2821,6361,0.0003359683794457169,2018
7048,9785,0.00034926470587492986,2018
1723,6815,0.00035162226618012937,2018
1452,6161,0.00036506543477798914,2018
5756,9797,0.0003673245614379539,2018
3267,6717,0.0003702437912949108,2018
3631,9995,0.0003739316239261825,2018
2165,2451,0.00038819875776141544,2018
9025,9573,0.0003884711779420513,2018
3438,8255,0.00039682539681962226,2018
4041,5984,0.0003968253968338331,2018
